,categoryNode,categoryPath,customerRating,itemId,largeImage,mediumImage,name,numReviews,parentItemId,salePrice,thumbnailImage,upc
155,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/Apple Laptops,1.0,197999862,https://i5.walmartimages.com/asr/f9f0ddc9-0700-4974-b219-ec24faa8d957_1.4d84187e6eae564e81126cc7b2495a75.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/f9f0ddc9-0700-4974-b219-ec24faa8d957_1.4d84187e6eae564e81126cc7b2495a75.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Certified Refurbished Apple MacBook Pro 13.3"" LED Intel i5-3210M Core 2.5GHz 4GB 500GB Laptop MD101LLA",1,197999862,439.99,https://i5.walmartimages.com/asr/f9f0ddc9-0700-4974-b219-ec24faa8d957_1.4d84187e6eae564e81126cc7b2495a75.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,762931585178
156,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/Refurbished Laptops,4.75,494623593,https://i5.walmartimages.com/asr/f7ba9b88-60f8-4cc3-9234-0625eb917e8c_1.711aea0b31b027f676fcf923d19bf4f7.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/f7ba9b88-60f8-4cc3-9234-0625eb917e8c_1.711aea0b31b027f676fcf923d19bf4f7.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Refurbished HP Elitebook 8460p Laptop WEBCAM, Intel Core i5 2.5ghz, 4GB DDR3, 250GB SATA HDD, DVDRW, Windows 10 Home 64bit w/ Restore Partition",5,494623593,185.0,https://i5.walmartimages.com/asr/f7ba9b88-60f8-4cc3-9234-0625eb917e8c_1.711aea0b31b027f676fcf923d19bf4f7.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,680596411543
157,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/Ultrabooks,4.0,55727695,https://i5.walmartimages.com/asr/cde2f9ea-1207-43e2-adec-a01983b95e80_1.144305ae8b74d1fc89f731058ff7d8cb.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/cde2f9ea-1207-43e2-adec-a01983b95e80_1.144305ae8b74d1fc89f731058ff7d8cb.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Refurbished HP EliteBook Folio 9470M 14"" Laptop, Windows 10 Home, Intel Core i5-3427U Processor, 8GB RAM, 320GB Hard Drive",8,55727695,228.0,https://i5.walmartimages.com/asr/cde2f9ea-1207-43e2-adec-a01983b95e80_1.144305ae8b74d1fc89f731058ff7d8cb.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,825633416178
158,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/Apple Laptops,4.333,162288782,https://i5.walmartimages.com/asr/16f43cd9-fe58-4705-b4ab-5701b5c363ca_1.95ad261f6209f5e61d39a2a1fca32184.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/16f43cd9-fe58-4705-b4ab-5701b5c363ca_1.95ad261f6209f5e61d39a2a1fca32184.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,Apple MacBook Air MD760LL/A Intel Core i5-4250U X2 1.3GHz 4GB 128GB SSD (Certified Refurbished),3,162288782,518.99,https://i5.walmartimages.com/asr/16f43cd9-fe58-4705-b4ab-5701b5c363ca_1.95ad261f6209f5e61d39a2a1fca32184.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,636123054615
159,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/Google Chromebook,5.0,270831583,https://i5.walmartimages.com/asr/db168a59-36ba-4d1c-abdf-811a7e1bb1e4_1.aa99ac313401b874c7b17dbae7f03a0a.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/db168a59-36ba-4d1c-abdf-811a7e1bb1e4_1.aa99ac313401b874c7b17dbae7f03a0a.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"HP 14-ca052wm 14"" Full HD Touchscreen Chromebook, Intel Celeron Processor N3350 Processor, 4GB SDRAM Memory, 32 GB eMMC, 2x2 802.11ac and Bluetooth, Snow White",1,270831583,299.0,https://i5.walmartimages.com/asr/db168a59-36ba-4d1c-abdf-811a7e1bb1e4_1.aa99ac313401b874c7b17dbae7f03a0a.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,192545383813
160,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/All Laptop Computers,4.833,56218229,https://i5.walmartimages.com/asr/65495e15-5e02-4381-bc42-fd4f2296f6ae_1.dc49b7d9005d35716992e0bf5daa25ad.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/65495e15-5e02-4381-bc42-fd4f2296f6ae_1.dc49b7d9005d35716992e0bf5daa25ad.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Refurbished HP 640 G1 14"" Laptop, Windows 10 Home, Intel Core i5-4300M Processor, 8GB RAM, 750GB Hard Drive",6,56218229,271.79,https://i5.walmartimages.com/asr/65495e15-5e02-4381-bc42-fd4f2296f6ae_1.dc49b7d9005d35716992e0bf5daa25ad.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,825633433816
161,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/Touchscreen Laptops,4.333,695474940,https://i5.walmartimages.com/asr/796cd956-c6bf-43a8-82cc-cb9582e6f5b7_1.be9a202015c04d2a22a08d7d39bcf506.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/796cd956-c6bf-43a8-82cc-cb9582e6f5b7_1.be9a202015c04d2a22a08d7d39bcf506.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"ASUS Vivobook Flip 12, 2-in-1, Touchscreen, Dual-Core Celeron, 4GB RAM, 500GB Hard Drive, Windows 10 Home, Finger Print reader, ASUS Stylus Pen included",3,695474940,364.08,https://i5.walmartimages.com/asr/796cd956-c6bf-43a8-82cc-cb9582e6f5b7_1.be9a202015c04d2a22a08d7d39bcf506.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,889349804902
162,3944_3951_1089430,Electronics/Computers/Laptops/Laptops By Brand/Asus Laptops,0.0,733648919,https://i5.walmartimages.com/asr/10f136dd-961a-4b1f-a6aa-cc9dce369f62_1.03b4992f403ef8dc77bdcba7d2d9b3eb.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/10f136dd-961a-4b1f-a6aa-cc9dce369f62_1.03b4992f403ef8dc77bdcba7d2d9b3eb.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"ASUS ROG Strix Hero Edition GL503GE-ES52 15.6"" FHD Intel Core i5-8300H 8GB DDR4, 128GB NVMe SSD + 1TB SSHD, Windows 10",0,733648919,1103.13,https://i5.walmartimages.com/asr/10f136dd-961a-4b1f-a6aa-cc9dce369f62_1.03b4992f403ef8dc77bdcba7d2d9b3eb.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,889349993552
163,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/All Laptop Computers,4.385,50941500,https://i5.walmartimages.com/asr/20054abf-3575-44eb-808f-7b1bf663d397_1.ba3c05e3fee34fb2be30fce966d7240d.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/20054abf-3575-44eb-808f-7b1bf663d397_1.ba3c05e3fee34fb2be30fce966d7240d.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Acer Sparkly Silver 14"" CB3-431-C5FM Chromebook PC with Intel Celeron N3160 Processor, 4GB Memory, 32GB Flash Drive and Chrome OS",13,50941500,289.0,https://i5.walmartimages.com/asr/20054abf-3575-44eb-808f-7b1bf663d397_1.ba3c05e3fee34fb2be30fce966d7240d.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,888863602995
164,3944_3951_1089430,Electronics/Computers/Laptops/Laptops By Brand/Dell Laptops,4.167,118851719,https://i5.walmartimages.com/asr/5f4f92c0-db53-4c3e-b8f7-02de55ef6523_1.4de1764d0f1ae9777863334774f4d038.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/5f4f92c0-db53-4c3e-b8f7-02de55ef6523_1.4de1764d0f1ae9777863334774f4d038.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,REFURBISHED Dell Latitude E6400 C2 2.4GHz 4GB 160GB CMB Windows 10 Pro 64 Laptop,5,118851719,145.0,https://i5.walmartimages.com/asr/5f4f92c0-db53-4c3e-b8f7-02de55ef6523_1.4de1764d0f1ae9777863334774f4d038.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,637665321814
165,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/Touchscreen Laptops,4.0,310173930,https://i5.walmartimages.com/asr/d0a19902-1751-44c7-864e-24fe1e9d23d9_1.b57f387a568621ef0485c7831f220b21.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/d0a19902-1751-44c7-864e-24fe1e9d23d9_1.b57f387a568621ef0485c7831f220b21.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Inspiron 15 5000 2-in-1, i5578-3052GRY, 15.6-inch FHD Touch (1920x1080), IntelR Core i3-7100U, 8GB 2400MHz DDR4, 1 TB 5400 RPM HDD, Intel HD Graphics 620",18,310173930,469.0,https://i5.walmartimages.com/asr/d0a19902-1751-44c7-864e-24fe1e9d23d9_1.b57f387a568621ef0485c7831f220b21.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,884116256052
166,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/2-in-1 Laptops,5.0,49002302,https://i5.walmartimages.com/asr/94fc5892-cf19-49d9-b76b-0f2a96f09001_1.1beff5d920aab9f42b522e49c917e8e1.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/94fc5892-cf19-49d9-b76b-0f2a96f09001_1.1beff5d920aab9f42b522e49c917e8e1.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Microsoft Surface Book - 13.5"" - Core i7 6600U - 8 GB RAM - 256 GB SSD - English - North America",1,49002302,1069.0,https://i5.walmartimages.com/asr/94fc5892-cf19-49d9-b76b-0f2a96f09001_1.1beff5d920aab9f42b522e49c917e8e1.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,889842051223
167,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/All Laptop Computers,3.944,47308423,https://i5.walmartimages.com/asr/362e50d5-3dac-45f5-9ac9-be84da87e35e_1.8ad8b347835fbdfc2c3fcece28ca81c5.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/362e50d5-3dac-45f5-9ac9-be84da87e35e_1.8ad8b347835fbdfc2c3fcece28ca81c5.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"HP 14"" Snow White/Turbo Silver 14-Ak050Nr Chromebook PC with Intel Celeron N2940 Quad-Core Processor, 4GB Memory, 16GB eMMC Hard Drive and Chrome OS",18,47308423,374.24,https://i5.walmartimages.com/asr/362e50d5-3dac-45f5-9ac9-be84da87e35e_1.8ad8b347835fbdfc2c3fcece28ca81c5.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,889894470966
168,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/Google Chromebook,5.0,974262939,https://i5.walmartimages.com/asr/782db5ec-2c49-405b-b03a-94e6b43c759c_1.12ba859a6bfbd97340438a4f206ab053.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/782db5ec-2c49-405b-b03a-94e6b43c759c_1.12ba859a6bfbd97340438a4f206ab053.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"HP - 14"" Chromebook - Intel Celeron 4GB Memory 16GB eMMC Flash Memory - Silver",2,974262939,189.99,https://i5.walmartimages.com/asr/782db5ec-2c49-405b-b03a-94e6b43c759c_1.12ba859a6bfbd97340438a4f206ab053.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,787468117432
169,3944_3951_1089430,Electronics/Computers/Laptops/Laptops By Brand/Dell Laptops,0.0,337571874,https://i5.walmartimages.com/asr/6b0f2452-6a95-43d8-9f99-9eb5d76664cd_1.268871ed3a7d1a02b8c69bd7ad3870db.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/6b0f2452-6a95-43d8-9f99-9eb5d76664cd_1.268871ed3a7d1a02b8c69bd7ad3870db.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Alienware 15 R4 15.6"" LCD Gaming Notebook - Intel Core i7 (8th Gen) i7-8750H Hexa-core (6 Core) 2.20 GHz - 16 GB DDR4 SDRAM - 8 GB SSD - 1 TB HHD NVIDIA GeForce GTX 1060 with 6 GB GDDR5",0,337571874,1389.0,https://i5.walmartimages.com/asr/6b0f2452-6a95-43d8-9f99-9eb5d76664cd_1.268871ed3a7d1a02b8c69bd7ad3870db.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,884116293675
170,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/All Laptop Computers,0.0,56136487,https://i5.walmartimages.com/asr/32a6658b-309c-4ef5-8247-1a3b6438fd0c_1.647644b32d3cbab3fbb1887dea1ac1b1.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/32a6658b-309c-4ef5-8247-1a3b6438fd0c_1.647644b32d3cbab3fbb1887dea1ac1b1.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,Refurbished Acer CB3-532-C47C 15.6 Chromebook Intel Celeron N3060 1.60 GHz 2GB RAM 16GB eMMC,0,56136487,149.99,https://i5.walmartimages.com/asr/32a6658b-309c-4ef5-8247-1a3b6438fd0c_1.647644b32d3cbab3fbb1887dea1ac1b1.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,190403071032
171,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/All Laptop Computers,5.0,55868218,https://i5.walmartimages.com/asr/d9ac4dc5-5cfe-466f-9123-13413d2c1b11_1.3623530bfdac2739fa596eb73d713714.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/d9ac4dc5-5cfe-466f-9123-13413d2c1b11_1.3623530bfdac2739fa596eb73d713714.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"HP HP Omen Laptop 15.6"" FHD Screen, Intel Core i7-7700HQ, 2.8GHZ, NVIDIA GeForce GTX 1050 Ti 4GB GDDR5, 8GB DDR4 Memory, 1TB HD 128GB SSD, Windows Home 10, 15-ax210nr",4,55868218,947.0,https://i5.walmartimages.com/asr/d9ac4dc5-5cfe-466f-9123-13413d2c1b11_1.3623530bfdac2739fa596eb73d713714.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,190781521464
172,3944_3951_1089430,Electronics/Computers/Laptops/Laptops By Brand/Dell Laptops,0.0,809339105,https://i5.walmartimages.com/asr/97b4ed91-c995-4899-a08d-3f93c33d7737_1.3e3e6571e0308f92d23599066e15ae81.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/97b4ed91-c995-4899-a08d-3f93c33d7737_1.3e3e6571e0308f92d23599066e15ae81.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Inspiron 13 7000, i7370-5725SLV, 13.3-inch FHD (1920 x 1080), Intel Core i5-8250U, 8GB 2400MHz DDR4, 256 GB (SSD), Intel UHD Graphics 620",0,809339105,779.99,https://i5.walmartimages.com/asr/97b4ed91-c995-4899-a08d-3f93c33d7737_1.3e3e6571e0308f92d23599066e15ae81.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,884116275725
173,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/Touchscreen Laptops,0.0,778109413,https://i5.walmartimages.com/asr/2787bc4e-d04b-4d47-b150-b8edcb0ccc05_2.87a35137ebb6b4098947295885fe93bb.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/2787bc4e-d04b-4d47-b150-b8edcb0ccc05_2.87a35137ebb6b4098947295885fe93bb.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"HP 15-bs020WM, 15.6"" Touch Laptop, Windows 10, Intel Pentium N3710 Quad Core Processor, 4GB Memory, 500GB Hard Drive, DVD (Refurbished)",0,778109413,259.99,https://i5.walmartimages.com/asr/2787bc4e-d04b-4d47-b150-b8edcb0ccc05_2.87a35137ebb6b4098947295885fe93bb.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,702597428259
174,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/All Laptop Computers,3.756,54906453,https://i5.walmartimages.com/asr/bc126b92-ba7f-4e87-828a-586db6009ad2_1.44da4ee9c9758ed080171d67cd51d5c7.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/bc126b92-ba7f-4e87-828a-586db6009ad2_1.44da4ee9c9758ed080171d67cd51d5c7.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Dell Inspiron 17 5000 i5767 17.3"" Laptop, Windows 10 Home, Intel Core i5-7200U Processor, 8GB RAM, 1TB Hard Drive",3666,54906453,649.99,https://i5.walmartimages.com/asr/bc126b92-ba7f-4e87-828a-586db6009ad2_1.44da4ee9c9758ed080171d67cd51d5c7.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,884116219866
175,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/Gaming Laptops,5.0,632628379,https://i5.walmartimages.com/asr/64550947-9af2-4941-8156-3871e1e71ca1_1.815f9e5f158d125434b187ef3f88c98d.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/64550947-9af2-4941-8156-3871e1e71ca1_1.815f9e5f158d125434b187ef3f88c98d.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Dell G5 Gaming Laptop 15.6"", Intel Core i7-8750H, Nvidia Geforce GTX 1050Ti 4GB, 8GB RAM, 1TB + 128GB SSD Storage, G5587-7037RED-PUS - Gaming Bundle Included",1,632628379,899.99,https://i5.walmartimages.com/asr/64550947-9af2-4941-8156-3871e1e71ca1_1.815f9e5f158d125434b187ef3f88c98d.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,884116307037
176,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/Refurbished Laptops,4.889,55485457,https://i5.walmartimages.com/asr/b44abd5f-0447-4c76-90d8-441bacbd21d9_1.322ac651ad106a24027dd5de9f2b0476.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/b44abd5f-0447-4c76-90d8-441bacbd21d9_1.322ac651ad106a24027dd5de9f2b0476.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Refurbished HP EliteBook 840 G1 14"" Laptop, Windows 10 Pro, Intel Core i5-4300U Processor, 4GB RAM, 320GB Hard Drive",9,55485457,220.0,https://i5.walmartimages.com/asr/b44abd5f-0447-4c76-90d8-441bacbd21d9_1.322ac651ad106a24027dd5de9f2b0476.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,825633411111
177,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/Touchscreen Laptops,3.537,51718073,https://i5.walmartimages.com/asr/0987f926-26da-4bd7-9e85-cc08abbe8560_1.ea3c2469bbee5016ff3136e3af9a2331.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/0987f926-26da-4bd7-9e85-cc08abbe8560_1.ea3c2469bbee5016ff3136e3af9a2331.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Dell - Inspiron 11 3000 2-in-1 Blue, 11.6-inch HD, Intel Pentium Processor N3710, 4GB 1600MHz DDR3L, 500GB 5400 RPM Hard, Intel HD Graphics",5280,51718073,565.85,https://i5.walmartimages.com/asr/0987f926-26da-4bd7-9e85-cc08abbe8560_1.ea3c2469bbee5016ff3136e3af9a2331.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,884116217367
178,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/Touchscreen Laptops,0.0,55823179,https://i5.walmartimages.com/asr/f3d23bb9-287f-47b0-b6f3-8f3cb666d180_1.9e46f911b828bfc9de69ee8ac221f7ec.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/f3d23bb9-287f-47b0-b6f3-8f3cb666d180_1.9e46f911b828bfc9de69ee8ac221f7ec.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"HP 15.6"" Laptop, Touchscreen, 2-in-1, Windows 10, Intel Core i3-7100U Processor, 8GB RAM, 1TB Hard Drive (Assorted Color)",0,55823179,599.99,https://i5.walmartimages.com/asr/f3d23bb9-287f-47b0-b6f3-8f3cb666d180_1.9e46f911b828bfc9de69ee8ac221f7ec.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,190781857051
179,3944_3951_1089430,Electronics/Computers/Laptops/Laptops By Brand/Acer Laptops,0.0,344401703,https://i5.walmartimages.com/asr/fad41fec-1a57-4953-add4-682c14e007e6_1.c6ac4ef4d57090a0091fc50c51da43b1.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/fad41fec-1a57-4953-add4-682c14e007e6_1.c6ac4ef4d57090a0091fc50c51da43b1.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Acer Aspire 3, 15.6"" Full HD, AMD A9-9420, 8GB DDR4, 1TB HDD, Windows 10 Home, A315-21-93EY",0,344401703,299.0,https://i5.walmartimages.com/asr/fad41fec-1a57-4953-add4-682c14e007e6_1.c6ac4ef4d57090a0091fc50c51da43b1.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,191114563403
180,3944_3951_1089430,Electronics/Computers/Laptops/Laptops By Brand/Asus Laptops,0.0,745431610,https://i5.walmartimages.com/asr/0d500fc8-ab3a-4a7e-9308-a4e894328c51_1.1230fbefd78d0c1f50016e8670c964d7.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/0d500fc8-ab3a-4a7e-9308-a4e894328c51_1.1230fbefd78d0c1f50016e8670c964d7.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Asus VivoBook Pro N705UQ-EB76 17 FHD Thin and Light Laptop (Intel Core i7, 8GB RAM, 256GB SSD, Windows 10 Home), Star Grey Notebook",0,745431610,790.0,https://i5.walmartimages.com/asr/0d500fc8-ab3a-4a7e-9308-a4e894328c51_1.1230fbefd78d0c1f50016e8670c964d7.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,889349839492
181,3944_3951_1089430,Electronics/Computers/Laptops/Laptops By Brand/HP Laptops,5.0,614567953,https://i5.walmartimages.com/asr/079a141a-3cd8-45d8-9d57-3e0f1c4b302f_1.bf791a45d9b8cc45169519bc7f66b6f0.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/079a141a-3cd8-45d8-9d57-3e0f1c4b302f_1.bf791a45d9b8cc45169519bc7f66b6f0.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"HP Stream 11-ah113wm 11.6"" Laptop, Windows 10 in S Mode*, Office 365 Personal 1-year subscription included, IntelCeleronN4000, 4GB Memory, 32GB eMMC Storage, Infinity Purple",1,614567953,199.0,https://i5.walmartimages.com/asr/079a141a-3cd8-45d8-9d57-3e0f1c4b302f_1.bf791a45d9b8cc45169519bc7f66b6f0.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,192545405782
182,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/All Laptop Computers,1.0,54392412,https://i5.walmartimages.com/asr/4fc9cc7a-6077-4d4c-9880-dbc60e9411e7_1.b53c677c1877ee057e1c47bad4a621c3.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/4fc9cc7a-6077-4d4c-9880-dbc60e9411e7_1.b53c677c1877ee057e1c47bad4a621c3.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Refurbished Dell Latitude E6430 14.1"" Laptop, Windows 10 Pro, Intel Core i5-3320M Processor, 8GB RAM, 500GB Hard Drive",1,54392412,204.0,https://i5.walmartimages.com/asr/4fc9cc7a-6077-4d4c-9880-dbc60e9411e7_1.b53c677c1877ee057e1c47bad4a621c3.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,812177027410
183,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/Touchscreen Laptops,3.0,199367912,https://i5.walmartimages.com/asr/09e0b10c-d20f-47fe-9a86-0ce16e191c05_2.11970e3f9c1d5834406d790689efdffc.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/09e0b10c-d20f-47fe-9a86-0ce16e191c05_2.11970e3f9c1d5834406d790689efdffc.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Acer Aspire R5-471T-50UD Touch Notebook with Intel i5-6200U, 8GB 256GB SSD 14"" Multi Touch Screen Windows 10 Home",2,199367912,585.0,https://i5.walmartimages.com/asr/09e0b10c-d20f-47fe-9a86-0ce16e191c05_2.11970e3f9c1d5834406d790689efdffc.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,888863652563
184,3944_3951_1089430,Electronics/Computers/Laptops/Laptops By Brand/HP Laptops,0.0,429432104,https://i5.walmartimages.com/asr/53b9cf9b-4ad1-4cb8-a1f8-a1bba26a23e1_1.f945464a631144009a632bcfde87cfb1.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/53b9cf9b-4ad1-4cb8-a1f8-a1bba26a23e1_1.f945464a631144009a632bcfde87cfb1.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"HP Pavilion 14-BA175NR Natural Silver 14 inch Touch Laptop, Windows 10, Core i5-8250U QC Processor, 8GB Memory, 1TB Hard Drive, UMA Graphics, B&O Play",0,429432104,629.99,https://i5.walmartimages.com/asr/53b9cf9b-4ad1-4cb8-a1f8-a1bba26a23e1_1.f945464a631144009a632bcfde87cfb1.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,192545180139
